"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"KEP","Korea Electric Power Corporation","16.12","20696921842.48","n/a","South Korea","1994","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/kep",
"KT","KT Corporation","13.31","6521145136.66","n/a","South Korea","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/kt",
"KLIC","Kulicke and Soffa Industries, Inc.","25.9","1828844609.9","n/a","Singapore","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/klic",
"KYO","Kyocera Corporation","56.28","20694613556.4","n/a","Japan","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/kyo",
"LX","LexinFintech Holdings Ltd.","13.28","2176048436.32","n/a","China","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/lx",
"LPL","LG Display Co., Ltd.","11.47","8208292158","n/a","South Korea","2004","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/lpl",
"LLIT","Lianluo Smart Limited","2.5","43281465","n/a","China","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/llit",
"LITB","LightInTheBox Holding Co., Ltd.","2.2","149172700.6","n/a","China","2013","Consumer Services","Catalog/Specialty Distribution","https://www.nasdaq.com/symbol/litb",
"LN","LINE Corporation","38.88","9233576208","n/a","Japan","2016","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/ln",
"LKM","Link Motion Inc.","2.17","212047953.67","n/a","China","2011","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/lkm",
"MMYT","MakeMyTrip Limited","35.15","3222472314.95","n/a","India","2010","Consumer Services","Transportation Services","https://www.nasdaq.com/symbol/mmyt",
"MTL","Mechel PAO","3.5","874168564.5","n/a","Russia","2004","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/mtl",
"MTL^","Mechel PAO","0.91","0","n/a","Russia","n/a","n/a","n/a","https://www.nasdaq.com/symbol/mtl^",
"MLCO","Melco Resorts & Entertainment Limited","30.89","15197102838.49","n/a","Hong Kong","n/a","Consumer Services","Hotels/Resorts","https://www.nasdaq.com/symbol/mlco",
"KORS","Michael Kors Holdings Limited","65.38","9949829801.8","n/a","Hong Kong","2011","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/kors",
"MUFG","Mitsubishi UFJ Financial Group Inc","6.64","87401221943.2","n/a","Japan","n/a","Finance","Commercial Banks","https://www.nasdaq.com/symbol/mufg",
"MFG","Mizuho Financial Group, Inc.","3.66","46417263845.16","n/a","Japan","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/mfg",
"MBT","Mobile TeleSystems OJSC","9.73","9510288193.28","n/a","Russia","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/mbt",
"MOMO","Momo Inc.","34.67","6884686016.06","n/a","China","2014","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/momo",
"MOXC","Moxian, Inc.","2.93","196331093.07","n/a","China","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/moxc",
"NTP","Nam Tai Property Inc.","12.65","475336286.15","n/a","China","n/a","Finance","Real Estate","https://www.nasdaq.com/symbol/ntp",
"NTES","NetEase, Inc.","272.99","35832446824.08","n/a","China","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ntes",
"EDU","New Oriental Education & Technology Group, Inc.","92.29","14552974206.76","n/a","China","2006","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/edu",
"NEWA","Newater Technology, Inc.","15.27","161846730","n/a","China","2017","Basic Industries","Miscellaneous","https://www.nasdaq.com/symbol/newa",
"NFEC","NF Energy Saving Corporation","1.24","9390878.36","n/a","China","n/a","Capital Goods","Metal Fabrications","https://www.nasdaq.com/symbol/nfec",
"NOAH","Noah Holdings Ltd.","49.99","2822568173.44","n/a","China","2010","Finance","Investment Managers","https://www.nasdaq.com/symbol/noah",
"NMR","Nomura Holdings Inc ADR","5.95","20171821078.5","n/a","Japan","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/nmr",
"ONP","Orient Paper, Inc.","1.1699","25094724.6884","n/a","China","n/a","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/onp",
"SEED","Origin Agritech Limited","0.7778","18156283.4028","n/a","China","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/seed",
"IX","Orix Corp Ads","87","22297085319","n/a","Japan","n/a","Finance","Diversified Financial Services","https://www.nasdaq.com/symbol/ix",
"OSN","Ossen Innovation Co., Ltd.","2.35","7751517.3","n/a","China","2010","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/osn",
"PTR","PetroChina Company Limited","72.52","132726813100.56","n/a","China","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ptr",
"FENG","Phoenix New Media Limited","4.09","293395736.91","n/a","China","2011","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/feng",
"PME","Pingtan Marine Enterprise Ltd.","4.07","321754065.71","n/a","China","n/a","n/a","n/a","https://www.nasdaq.com/symbol/pme",
"PHI","PLDT Inc.","28.05","6060364488.75","n/a","Philippines","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/phi",
"PKX","POSCO","76.97","24630299631.12","n/a","South Korea","1994","Basic Industries","Steel/Iron Ore","https://www.nasdaq.com/symbol/pkx",
"QIWI","QIWI plc","15.83","964563912.82","n/a","Cyprus","2013","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/qiwi",
"QD","Qudian Inc.","10.46","3408270239.3","n/a","China","2017","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/qd",
"RCON","Recon Technology, Ltd.","1.37","25044078.13","n/a","China","2009","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/rcon",
"SOL","Renesola Ltd.","2.38","90684426","n/a","China","2008","Technology","Semiconductors","https://www.nasdaq.com/symbol/sol",
"ABAC","Renmin Tianli Group, Inc.","2.53","20198874.85","n/a","China","n/a","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/abac",
"RENN","Renren Inc.","10.38","709327586.58","n/a","China","2011","Technology","EDP Services","https://www.nasdaq.com/symbol/renn",
"RETO","ReTo Eco-Solutions, Inc.","7.42","165762800","n/a","China","2017","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/reto",
"REDU","RISE Education Cayman Ltd","15.04","827200000","n/a","China","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/redu",
"SSW","Seaspan Corporation","6.85","914512798.3","n/a","Hong Kong","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","24.29","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","24.89","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","24.44","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","23.75","0","n/a","Hong Kong","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSWA","Seaspan Corporation","23.25","0","n/a","Hong Kong","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.26","0","n/a","Hong Kong","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SECO","Secoo Holding Limited","11.54","591763191.24","n/a","China","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco",
"SMI","Semiconductor  Manufacturing International Corporation","6.32","6232047005.84","n/a","China","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","3.9","13821268.5","n/a","Taiwan","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"AIHS","Senmiao Technology Limited","6.55","167025000","n/a","China","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",
"SGOC","SGOCO Group, Ltd","1.04","12095274.88","n/a","China","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SEII","Sharing Economy International Inc.","3.51","14114889.36","n/a","China","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii",
"TYHT","Shineco, Inc.","1.65","41603218.8","n/a","China","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
