"Symbol","Name","LastSale","MarketCap","ADR TSO","Country","IPOyear","Sector","Industry","Summary Quote",
"NVMI","Nova Measuring Instruments Ltd.","28.66","800432672.9","n/a","Israel","2000","Capital Goods","Electronic Components","https://www.nasdaq.com/symbol/nvmi",
"OTIV","On Track Innovations Ltd","1.04","42821353.12","n/a","Israel","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/otiv",
"OBAS","Optibase Ltd.","7.8001","40671718.2256","n/a","Israel","1999","Finance","Real Estate","https://www.nasdaq.com/symbol/obas",
"ORMP","Oramed Pharmaceuticals Inc.","7.27","104998305.41","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/ormp",
"ORBK","Orbotech Ltd.","61.5","2980150579.5","n/a","Israel","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/orbk",
"PTNR","Partner Communications Company Ltd.","4.1826","710237702.7504","n/a","Israel","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/ptnr",
"PERI","Perion Network Ltd","0.7601","58945807.4469","n/a","Israel","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/peri",
"PSTI","Pluristem Therapeutics, Inc.","1.21","134150060.99","n/a","Israel","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/psti",
"PNTR","Pointer Telocation Ltd.","14.45","118487875.85","n/a","Israel","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/pntr",
"POLY","PolyPid Ltd.","n/a","0","n/a","Israel","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/poly",
"PLX","Protalix BioTherapeutics, Inc.","0.47","68417878.85","n/a","Israel","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/plx",
"RADA","RADA Electronic Industries Ltd.","2.44","80234310.16","n/a","Israel","n/a","Consumer Non-Durables","Electronic Components","https://www.nasdaq.com/symbol/rada",
"RDCM","Radcom Ltd.","18.3","247658603.1","n/a","Israel","1997","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/rdcm",
"RDWR","Radware Ltd.","22.15","986692460.25","n/a","Israel","1999","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/rdwr",
"RDHL","Redhill Biopharma Ltd.","5.04","107573472.72","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rdhl",
"RWLK","ReWalk Robotics Ltd","1.075","32257068.125","n/a","Israel","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/rwlk",
"ROSG","Rosetta Genomics Ltd.","0.374","2217767.64","n/a","Israel","2007","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/rosg",
"SILC","Silicom Ltd","37.47","278983859.22","n/a","Israel","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SODA","SodaStream International Ltd.","93.65","2118365528.55","n/a","Israel","2010","Consumer Durables","Consumer Electronics/Appliances","https://www.nasdaq.com/symbol/soda",
"SEDG","SolarEdge Technologies, Inc.","54.15","2376709129.8","n/a","Israel","2015","Technology","Semiconductors","https://www.nasdaq.com/symbol/sedg",
"SLGL","Sol-Gel Technologies Ltd.","9.96","188468787.24","n/a","Israel","2018","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/slgl",
"STDY","SteadyMed Ltd.","3.55","94333152.45","n/a","Israel","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/stdy",
"SPCB","SuperCom, Ltd.","2.59","38690298.01","n/a","Israel","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/spcb",
"TARO","Taro Pharmaceutical Industries Ltd.","100.85","4044367884.25","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/taro",
"TATT","TAT Technologies Ltd.","9","79632252","n/a","Israel","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/tatt",
"TEVA","Teva Pharmaceutical Industries Limited","18.05","18354632358.95","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/teva",
"TRPX","Therapix Biosciences Ltd.","5","17485690","n/a","Israel","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/trpx",
"TISA","Top Image Systems, Ltd.","1.09","19546130.7","n/a","Israel","1996","Technology","Computer peripheral equipment","https://www.nasdaq.com/symbol/tisa",
"TSEM","Tower Semiconductor Ltd.","28.47","2808813701.46","n/a","Israel","1994","Technology","Semiconductors","https://www.nasdaq.com/symbol/tsem",
"URGN","UroGen Pharma Ltd.","59.29","815319913.1","n/a","Israel","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/urgn",
"VBLT","Vascular Biogenics Ltd.","2.4","71753575.2","n/a","Israel","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/vblt",
"WIX","Wix.com Ltd.","84.5","3962068955","n/a","Israel","2013","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/wix",
"XTLB","XTL Biopharmaceuticals Ltd.","1.72","8844338.04","n/a","Israel","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/xtlb",
